Alert Fault code #,Alert message,Meaning,Color,Vehicle immediate response,Vehicle sends fault to AVCS?,Vehicle sends mi_request?,Severity,AVC Action, Remote Operator Action,Last Updated Version,Categorization,Ops Troubleshoot Guide,Notes,Stop Reason,PSA,KN,ABT,BNS,Rationale,Internal Comments,"trigger
breakdown",FT reference,Associated Reasons,,,,,,,,,,,,,,,,,,,,,
429,Timeout (Wharf Spreader),The vehicle has been stopped due to the Spreader Detected alert while lane keeping in the wharf for more than 60 seconds. This timer will reset upon remote operator linkup.,Amber - Action Required,,No,"Yes, Non-Technical MI",INFO,,"Observe the situation, use remote operations functionality to continue the APM movement if this is a false positive.",v6.8.0,"Manual Intervention /
Timeout",,,FALSE,Tested,Implemented,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Timeout (Wharf Hatch Cover),The vehicle has been stopped due to the Stopping For Wharf Hatch Cover alert while lane keeping in the wharf for more than 60 seconds. This timer will reset upon remote operator linkup.,Amber - Action Required,,No,"Yes, Non-Technical MI",INFO,,"Observe the situation, use remote operations functionality to continue the APM movement if this is a false positive.",v6.8.0,"Manual Intervention /
Timeout",,,FALSE,Tested,Implemented,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
431,Timeout (FMS Stop Point),The vehicle has been stopped due to the Stopping For FMS Stop Point alert while lane keeping in the wharf for more than 60 seconds. This timer will reset upon remote operator linkup.,Amber - Action Required,,No,"Yes, Non-Technical MI",INFO,,"Observe the situation, use remote operations functionality to continue the APM movement if this is a false positive.",v6.8.0,"Manual Intervention /
Timeout",,,FALSE,Tested,Implemented,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Timeout (FMS Suspend),The vehicle has been stopped due to the FMS Suspend Activated alert while lane keeping in the wharf for more than 60 seconds. This timer will reset upon remote operator linkup.,Amber - Action Required,,No,"Yes, Non-Technical MI",INFO,,"Observe the situation, use remote operations functionality to continue the APM movement if this is a false positive.",v6.8.0,"Manual Intervention /
Timeout",,,FALSE,Tested,Implemented,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Timeout (Wharf Static Obstacle),The vehicle has been stopped due to the Stopping For Static Obstacle alert while lane keeping in the wharf for more than 60 seconds. This timer will reset upon remote operator linkup.,Amber - Action Required,,No,"Yes, Non-Technical MI",INFO,,"Observe the situation, use remote operations functionality to continue the APM movement if this is a false positive.",v6.8.0,"Manual Intervention /
Timeout",,,FALSE,Tested,Implemented,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Stopping For Large Static Obstacle,The vehicle is stopping for a large static obstacle. This is either a detected prime mover or a trailer.,Amber,,No,No,INFO,,,v6.8.0,"Operations /
Informational",,,TRUE,Tested,Implemented,Implemented,Implemented,,,,,"1. Prime Mover
2. Trailer
3. Prime Mover With Trailer",,,,,,,,,,,,,,,,,,,,,
435,Timeout (Wharf Large Static Obstacle),The vehicle has been stopped due to the Stopping For Large Static Obstacle alert while lane keeping in the wharf for more than 60 seconds. This timer will reset upon remote operator linkup.,Amber - Action Required,,No,"Yes, Non-Technical MI",INFO,,"Observe the situation, use remote operations functionality to continue the APM movement if this is a false positive.",v6.8.0,"Manual Intervention /
Timeout",,,FALSE,Tested,Implemented,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
436,Stopping For Obstacle Behind Trailer,The vehicle is stopping for an obstacle behind the trailer. This is based on the detection result from the ultrasonic sensors.,Amber,,No,No,INFO,,,v6.8.0,"Operations /
Informational",,,TRUE,Tested,Implemented,Implemented,Implemented,,,,,,,,,,,,,,,,,,,,,,,,,,
437,Second Stage Adjustment Paused (Waiting For Gear),The vehicle is waiting to perform second stage adjustment because it is waiting for the gear to change.,Amber,,No,No,INFO,,,v6.8.0,"Operations /
Crane Alignment",,,TRUE,Tested,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
438,Second Stage Adjustment Paused (Spreader Detected),"The vehicle is waiting to perform second stage adjustment because it has detected a nearby spreader that is above the safety height (8-10m). If this alert is occuring for a long time, the quay crane operator should be informed to hoist up the spreader. This alert only triggers in the wharf area.",Amber,,No,No,INFO,,,v6.8.0,"Operations /
Crane Alignment",,,TRUE,Tested,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
439,Timeout (Exiting Yard Working Lane),The vehicle has been stopped while exiting the yard working lane for more than 300 seconds. This timer will reset upon remote operator linkup.,Amber - Action Required,,No,"Yes, Non-Technical MI",INFO,,"Observe the situation, use remote operations functionality to continue the APM movement if this is a false positive.",v6.9.10,"Manual Intervention /
Timeout",,,FALSE,Tested,N/A,N/A,N/A,"Threshold increase from 180s to 300s, rationale explained here",,,,,,,,,,,,,,,,,,,,,,,,,
440,Timeout (Waiting For Job Instruction),The vehicle has been stopped while waiting for a job for more than 120 seconds.,Amber - Action Required,,Yes,No,WARNING,Job assignment required,,v6.11.12,"Manual Intervention /
Timeout",,,FALSE,Tested,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Navigation System Warning: High Latency 3,The vehicle detects that the navigation system is unresponsive.,Red,Vehicle performs Hard Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v6.8.0,"Venti /
Middleware",,,TRUE,Tested,N/A,N/A,N/A,,measurement_source_ssa,,,,,,,,,,,,,,,,,,,,,,,,
442,Timeout (Standby Job),The vehicle has been on a standby job for more than 300 seconds.,Amber - Action Required,,Yes,No,WARNING,Job assignment required,,v6.8.0,"Manual Intervention /
Timeout",,,FALSE,Tested,N/A,N/A,N/A,https://ventitechnologies.atlassian.net/wiki/spaces/PE/pages/678396374/Alert+Addition+Proposal+For+Long+Waiting+Time,,,,,,,,,,,,,,,,,,,,,,,,,
443,Engine Maintenance Required,The vehicle detects that the engine speed is low (< 100 rpm) for at least 2 seconds while outside the refueling station. This is unexpected and will cause a breakdown that will not clear unless the system is relaunched.,Red,Vehicle performs Soft Stop and then Pause,Yes,No,FATAL,Soft reboot required,,v6.8.0,"Hardware /
Terberg",,Venti to review if conditions can be more clearly described in the excel sheet.,TRUE,Tested,Implemented,N/A,Draft,https://ventitechnologies.atlassian.net/browse/AVC-25325,,,,,,,,,,,,,,,,,,,,,,,,,
444,Timeout (Obstacle Behind Trailer),The vehicle has been stopped due to the Stopping For Obstacle Behind Trailer alert while reversing for more than 5 seconds. This timer will reset upon remote operator linkup.,Amber - Action Required,,No,"Yes, Non-Technical MI",INFO,,"Observe the situation, use remote operations functionality to continue the APM movement if this is a false positive.",v6.8.0,"Manual Intervention /
Timeout",,,FALSE,Tested,Implemented,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
445,High Brake Feedback Noise (Front Brakes),The vehicle detects that there is a high amount of brake noise coming from the vehicle. This will result in issues with the autonomy behavior.,Red,Vehicle performs Safe Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v6.8.0,"Hardware /
Brake","1. Drain air from 3 brake air reservoirs.
2. if alert persist, send to SR for further checks.",,TRUE,Tested,Implemented,Implemented,N/A,,,,FT-012,"Current front brake percentage as float
Value > 4.0",,,,,,,,,,,,,,,,,,,,,
446,Low LiDAR Packet Count (Left RS-LiDAR-16),The amount of packets received from the LiDAR is low.,No Display,,No,No,INFO,,,v6.9.10,"Hardware /
LiDAR",,,FALSE,Tested,Implemented,Draft,N/A,,,,,"Packet loss percentage as double
Value > 0.1",,,,,,,,,,,,,,,,,,,,,
447,Low LiDAR Packet Count (Right RS-LiDAR-16),The amount of packets received from the LiDAR is low.,No Display,,No,No,INFO,,,v6.9.10,"Hardware /
LiDAR",,,FALSE,Tested,Implemented,Draft,N/A,,,,,"Packet loss percentage as double
Value > 0.1",,,,,,,,,,,,,,,,,,,,,
448,Low LiDAR Packet Count (Left RS-Bpearl),The amount of packets received from the LiDAR is low.,No Display,,No,No,INFO,,,v6.9.10,"Hardware /
LiDAR",,,FALSE,Tested,Implemented,Draft,N/A,,,,,"Packet loss percentage as double
Value > 0.1",,,,,,,,,,,,,,,,,,,,,
449,Low LiDAR Packet Count (Right RS-Bpearl),The amount of packets received from the LiDAR is low.,No Display,,No,No,INFO,,,v6.9.10,"Hardware /
LiDAR",,,FALSE,Tested,Implemented,Draft,N/A,,,,,"Packet loss percentage as double
Value > 0.1",,,,,,,,,,,,,,,,,,,,,
450,Low LiDAR Packet Count (Top Rear RS-LiDAR-16),The amount of packets received from the LiDAR is low.,No Display,,No,No,INFO,,,v6.10.14,"Hardware /
LiDAR",,,FALSE,Tested,Implemented,Draft,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
451,LiDAR Partially Blocked (Left RS-LiDAR-16),The vehicle detects that the LiDAR is partially blocked. ,Amber,,No,No,INFO,,,v6.9.10,"Hardware /
LiDAR","1. If alert persist, wipe LiDAR with microfiber cloth, check for any damage or cracks on the sensor surface.
2. If alert persist, send to SR for further checks.",,FALSE,Tested,Implemented,N/A,Draft,,,,,,,,,,,,,,,,,,,,,,,,,,
452,LiDAR Partially Blocked (Right RS-LiDAR-16),The vehicle detects that the LiDAR is partially blocked. ,Amber,,No,No,INFO,,,v6.9.10,"Hardware /
LiDAR","1. If alert persist, wipe LiDAR with microfiber cloth, check for any damage or cracks on the sensor surface.
2. If alert persist, send to SR for further checks.",,FALSE,Tested,Implemented,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
453,LiDAR Partially Blocked (Left RS-Bpearl),The vehicle detects that the LiDAR is partially blocked. ,Amber,,No,No,INFO,,,v6.9.10,"Hardware /
LiDAR","1. If alert persist, wipe LiDAR with microfiber cloth, check for any damage or cracks on the sensor surface.
2. If alert persist, send to SR for further checks.",,FALSE,Tested,Implemented,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
454,LiDAR Partially Blocked (Right RS-Bpearl),The vehicle detects that the LiDAR is partially blocked. ,Amber,,No,No,INFO,,,v6.9.10,"Hardware /
LiDAR","1. If alert persist, wipe LiDAR with microfiber cloth, check for any damage or cracks on the sensor surface.
2. If alert persist, send to SR for further checks.",,FALSE,Tested,Implemented,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
455,LiDAR Partially Blocked (Top Rear RS-LiDAR-16),The vehicle detects that the LiDAR is partially blocked. ,Amber,,No,No,INFO,,,v6.10.14,"Hardware /
LiDAR","1. If alert persist, wipe LiDAR with microfiber cloth, check for any damage or cracks on the sensor surface.
2. If alert persist, send to SR for further checks.",,FALSE,Tested,Implemented,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
456,Stopping For LiDAR Obstruction (Left RS-LiDAR-16),The vehicle detects that there is an object blocking the LiDAR for an extended amount of time. It will need help from someone to go onto the vehicle to remove the obstructing object.,Amber,Vehicle performs Temporary Soft Stop,No,No,INFO,,,v6.10.14,"Hardware /
LiDAR",,,TRUE,Tested,Implemented,Draft,Draft,,,,,,,,,,,,,,,,,,,,,,,,,,
457,Stopping For LiDAR Obstruction (Right RS-LiDAR-16),The vehicle detects that there is an object blocking the LiDAR for an extended amount of time. It will need help from someone to go onto the vehicle to remove the obstructing object.,Amber,Vehicle performs Temporary Soft Stop,No,No,INFO,,,v6.10.14,"Hardware /
LiDAR",,,TRUE,Tested,Implemented,Draft,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Stopping For LiDAR Obstruction (Left RS-Bpearl),The vehicle detects that there is an object blocking the LiDAR for an extended amount of time. It will need help from someone to go onto the vehicle to remove the obstructing object.,Amber,Vehicle performs Temporary Soft Stop,No,No,INFO,,,v6.10.14,"Hardware /
LiDAR",,,TRUE,Tested,Implemented,Draft,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
459,Stopping For LiDAR Obstruction (Right RS-Bpearl),The vehicle detects that there is an object blocking the LiDAR for an extended amount of time. It will need help from someone to go onto the vehicle to remove the obstructing object.,Amber,Vehicle performs Temporary Soft Stop,No,No,INFO,,,v6.10.14,"Hardware /
LiDAR",,,TRUE,Tested,Implemented,Draft,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
460,Stopping For LiDAR Obstruction (Top Rear RS-LiDAR-16),The vehicle detects that there is an object blocking the LiDAR for an extended amount of time. It will need help from someone to go onto the vehicle to remove the obstructing object.,Amber,Vehicle performs Temporary Soft Stop,No,No,INFO,,,v6.10.14,"Hardware /
LiDAR",,,TRUE,Tested,Implemented,Draft,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
461,Stopping For Lane Changing Vehicle (V2V),The vehicle is stopping for another autonomous vehicle that is about to lane change. This alert is triggered by information gathered from Venti's fleet management system.,Amber,Vehicle performs Temporary Soft Stop,No,No,INFO,,,unreleased,"Operations /
Informational",,,TRUE,Implemented,Implemented,Draft,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
462,Pause Mode Active,The vehicle is stopped because it is in pause. A reason will be provided as context on how the pause mode was activated.,No Display,,No,No,INFO,,,v6.9.10,"Operations /
Informational",,,TRUE,Tested,Implemented,Draft,Implemented,,,,,"1. On-vehicle UI command
2. Remote operator command
3. In manual mode
4. [xxx] Critical alert name / ""Critical fault""
5. Hold button",,,,,,,,,,,,,,,,,,,,,
463,Timeout (Lane Change),The vehicle has been stopped while performing a lane change for more than 30 seconds. This timer will reset upon remote operator linkup.,Amber - Action Required,,No,"Yes, Non-Technical MI",INFO,,"Observe the situation, use remote operations functionality to continue the APM movement if this is a false positive.",v6.9.10,"Manual Intervention /
Timeout",,,FALSE,Tested,Implemented,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
464,Autonomy System Warning: High Latency,The vehicle detects that a component in the autonomy system is having high latency. This alert is operating in shadow mode for observation before it is updated to perform a stop in the future.,Amber - Action Required,,No,No,WARNING,,,v6.10.14,"Venti /
Middleware",,,FALSE,Tested,Implemented,Implemented,Implemented,,,,,,,,,,,,,,,,,,,,,,,,,,
465,DVR Camera Connection Error (Front),The vehicle is unable to detect the DVR camera by pinging the IP address of the camera.,Amber - Action Required,,No,No,WARNING,,,v6.10.14,"Hardware /
Other Sensors","If alert persist, send to SR for further checks.",,FALSE,Tested,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
466,DVR Camera Connection Error (Front Left),The vehicle is unable to detect the DVR camera by pinging the IP address of the camera.,Amber - Action Required,,No,No,WARNING,,,v6.10.14,"Hardware /
Other Sensors","If alert persist, send to SR for further checks.",,FALSE,Tested,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
467,DVR Camera Connection Error (Front Right),The vehicle is unable to detect the DVR camera by pinging the IP address of the camera.,Amber - Action Required,,No,No,WARNING,,,v6.10.14,"Hardware /
Other Sensors","If alert persist, send to SR for further checks.",,FALSE,Tested,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
468,DVR Camera Connection Error (Rear Left),The vehicle is unable to detect the DVR camera by pinging the IP address of the camera.,Amber - Action Required,,No,No,WARNING,,,v6.10.14,"Hardware /
Other Sensors","If alert persist, send to SR for further checks.",,FALSE,Tested,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
469,DVR Camera Connection Error (Rear Right),The vehicle is unable to detect the DVR camera by pinging the IP address of the camera.,Amber - Action Required,,No,No,WARNING,,,v6.10.14,"Hardware /
Other Sensors","If alert persist, send to SR for further checks.",,FALSE,Tested,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
470,DVR Camera Connection Error (Top Blind Spot),The vehicle is unable to detect the DVR camera by pinging the IP address of the camera.,Amber - Action Required,,No,No,WARNING,,,v6.10.14,"Hardware /
Other Sensors","If alert persist, send to SR for further checks.",,FALSE,Tested,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
471,DVR Camera Connection Error (Left Blind Spot),The vehicle is unable to detect the DVR camera by pinging the IP address of the camera.,Amber - Action Required,,No,No,WARNING,,,v6.10.14,"Hardware /
Other Sensors","If alert persist, send to SR for further checks.",,FALSE,Tested,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
472,DVR Camera Connection Error (Right Blind Spot),The vehicle is unable to detect the DVR camera by pinging the IP address of the camera.,Amber - Action Required,,No,No,WARNING,,,v6.10.14,"Hardware /
Other Sensors","If alert persist, send to SR for further checks.",,FALSE,Tested,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
473,DVR Camera Connection Error (Spreader),The vehicle is unable to detect the DVR camera by pinging the IP address of the camera.,Amber - Action Required,,No,No,WARNING,,,v6.10.14,"Hardware /
Other Sensors","If alert persist, send to SR for further checks.",,FALSE,Tested,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
474,DVR Camera Connection Error (Trailer),The vehicle is unable to detect the DVR camera by pinging the IP address of the camera.,Amber - Action Required,,No,No,WARNING,,,v6.10.14,"Hardware /
Other Sensors","If alert persist, send to SR for further checks.",,FALSE,Tested,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
475,DVR Camera Connection Error (Trailer Blind Spot),The vehicle is unable to detect the DVR camera by pinging the IP address of the camera.,Amber - Action Required,,No,No,WARNING,,,v6.10.14,"Hardware /
Other Sensors","If alert persist, send to SR for further checks.",,FALSE,Tested,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
476,Force Move Forward In Progress,The remote operator is performing Force Move Forward on the vehicle.,No Display,,No,No,INFO,,,v6.10.14,"Operations /
Informational",,,FALSE,Tested,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
477,Stopping Due To Refueling,The vehicle is stopping because it detects a fault that could be due to a human operator performing refueling on the vehicle. This alert should only trigger inside the refueling station.,Amber,Vehicle performs Temporary Hard Stop,No,No,INFO,,,v6.10.14,"Operations /
Informational",,,TRUE,Tested,N/A,N/A,N/A,,,,,"Any combination of the below:
1. [167] Right Cabin Door Open
2. [168] Left Cabin Door Open
3. [57] Brake Air Reservoir Connection Error
4. [135] Main Battery Undervoltage
5. [137] Throttle Pedal Connection Error
6. [299] Stopping For Low Engine Speed
7. [292] UPS Battery Undervoltage
8. [318] UPS Battery Recharge Required",,,,,,,,,,,,,,,,,,,,,
478,Stopping For Small Static Object,"The vehicle is currently stopping due to a nearby small static object, possibly a cone.",Amber,,No,No,INFO,,,v6.11.12,"Operations /
Informational",,,TRUE,Tested,Implemented,N/A,Implemented,,,,,,,,,,,,,,,,,,,,,,,,,,
479,Timeout (Small Static Object),The vehicle has been stopped due to the Stopping For Small Static Object alert for more than 5 seconds. This timer will reset upon remote operator linkup.,Amber - Action Required,,No,"Yes, Technical Timeout",INFO,,"Observe the situation, use remote operations functionality to continue the APM movement if this is a false positive.",v7.0.21,"Manual Intervention /
Technical Timeout",,,FALSE,Tested,Implemented,N/A,Implemented,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Harsh Brake Warning 1,The vehicle detects that a recent harsh brake may have been due to a certain software reason. This reason will be studied by Venti in order to improve our software algorithms in future.,No Display,,No,No,INFO,,,v6.11.12,"Venti /
Middleware",,,TRUE,Tested,Implemented,N/A,Implemented,,,,,,,,,,,,,,,,,,,,,,,,,,
481,Harsh Brake Warning 2,The vehicle detects that a recent harsh brake may have been due to a certain software reason. This reason will be studied by Venti in order to improve our software algorithms in future.,No Display,,No,No,INFO,,,v6.11.12,"Venti /
Middleware",,,TRUE,Tested,Implemented,N/A,Implemented,,,,,,,,,,,,,,,,,,,,,,,,,,
482,Harsh Brake Warning 3,The vehicle detects that a recent harsh brake may have been due to a certain software reason. This reason will be studied by Venti in order to improve our software algorithms in future.,No Display,,No,No,INFO,,,v6.11.12,"Venti /
Middleware",,,TRUE,Tested,Implemented,N/A,Implemented,,,,,,,,,,,,,,,,,,,,,,,,,,
483,Stopping For Congestion,The vehicle is currently stopping due to a congestion where replanning of the path is not possible.,Amber,,No,No,INFO,,,v6.11.12,"Operations /
Informational",,,TRUE,Tested,Implemented,N/A,Implemented,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Looking For New Path,The vehicle is currently performing a replan to adjust the path in order to get around obstacles.,Amber,,No,No,INFO,,,v6.11.12,"Operations /
Informational",,,FALSE,Tested,Implemented,N/A,Implemented,,,,,,,,,,,,,,,,,,,,,,,,,,
485,Stopping For Ingressing Vehicle (V2V),The vehicle is stopping for another autonomous vehicle that is about to ingress into the wharf. This alert is triggered by information gathered from Venti's fleet management system.,Amber,Vehicle performs Temporary Soft Stop,No,No,INFO,,,unreleased,"Operations /
Informational",,,TRUE,Implemented,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
486,Pre-ops Validation In Progress,The vehicle is currently communicating with the RFDS PROD server to determine if any pre-ops check was previously done on the vehicle. This validation will only be done during driverless operations.,Amber,Vehicle performs Temporary Hard Stop,No,No,INFO,,,v7.0.21,"Operations /
Informational",,,TRUE,Tested,N/A,N/A,N/A,,,,,"1. Waiting for service
2. Query in progress",,,,,,,,,,,,,,,,,,,,,
487,Pre-ops Validation Failed,"The vehicle detects that the most recent pre-ops check does not exist in the database, was a failure, was performed with a different AV / trailer combo or was conducted more than 1000 engine hours ago. This failure will only happen during driverless operations. This alert is currently only running in shadow mode until the behavior is validated in live operations.",No Display,,No,No,INFO,,,v7.0.21,"Operations /
Informational",,,FALSE,Tested,N/A,N/A,N/A,,,,,"1. Last pre-ops check was performed with a different trailer (Current trailer: xxxx, previous: xxxx)
2. Last pre-ops check was more than 1000 engine running hours ago (xxxx hours)
3. Last pre ops check contained a failure: ...
4. Last pre ops check was missing test types:  ...",,,,,,,,,,,,,,,,,,,,,
488,Stopping For High Priority Static Obstacle,The vehicle is currently stopping for a static obstacle in one of the high priority lanes.,Amber,,No,No,INFO,,,v6.11.12,"Operations /
Informational",,,TRUE,Tested,N/A,Tested,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
489,MPC Planner Warning 1,,No Display,,No,No,INFO,,,v7.0.21,"Venti /
Middleware",,,FALSE,Implemented,Implemented,Implemented,Implemented,,,,,,,,,,,,,,,,,,,,,,,,,,
490,Reducing Speed 4,The vehicle is reducing its speed.,No Display,,No,No,INFO,,,v7.0.21,"Operations /
Informational",,,TRUE,Implemented,Implemented,Implemented,Implemented,,ROA_TYPE_SLOW_DOWN_BY_MPC_SPEED_LIMIT from action_advisor,,,,,,,,,,,,,,,,,,,,,,,,
491,Container Movement Detected,The vehicle detects that the container on the vehicle has shifted more than 10cm from the initial position after loading/offloading.,No Display,,No,No,INFO,,,v7.0.21,"Operations /
Informational",,,FALSE,Tested,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
492,EPS Restart In Progress,The vehicle is currently performing a restart of the electronic power steering. It will remain stopped until the restart procedure is complete. This alert will only trigger if the vehicle is using the DAQ Interface Board V2.,Amber,Vehicle performs Temporary Hard Stop,No,No,INFO,,,v7.0.21,"Hardware /
Steering",,,TRUE,Tested,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
493,Stopping Due To TN Mode,The vehicle is currently stopped due to being in TN mode. All remote operator actions will be disallowed while the vehicle is in this status.,Amber,Vehicle performs Temporary Soft Stop,No,No,INFO,,,unreleased,"Operations /
Informational",,,TRUE,Tested,Tested,Tested,Tested,,,,,,,,,,,,,,,,,,,,,,,,,,
494,Looking For New Path Around Nearby Obstacle,,Amber,,No,No,INFO,,,unreleased,"Operations /
Informational",,,TRUE,Implemented,Tested,Tested,Tested,,,,,,,,,,,,,,,,,,,,,,,,,,
495,QC Not Detected for Alignment,The vehicle needs assistance from the remote operator in the wharf area to perform alignment because it does not detect the QC.,Amber - Action Required,,No,"Yes, Non-Technical MI",INFO,,Perform Move By Distance to align the vehicle if required.,v7.0.21,"Manual Intervention /
Operational Process",,,FALSE,Tested,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
496,High GPU Memory Usage,GPU memory usage is abnormally high (> 85%).,Amber - Action Required,,No,No,WARNING,,,unreleased,"Hardware /
Computer"," 
1. If alert persist, perform soft reboot.
2. If alert persist, perform hard reboot.
3. If alert persist, send to SR for further checks.",,FALSE,Tested,Tested,Implemented,Tested,,,,,"GPU memory usage as float
Value > 90.0",,,,,,,,,,,,,,,,,,,,,
497,Mode Switch Rejected,The transition to one of the operational modes MA/TN/OP has been rejected. The reason will be shown to the on-vehicle operator.,No Display,,No,No,INFO,,,unreleased,"Operations /
Informational",,,FALSE,Tested,Tested,Tested,Tested,,,,,,,,,,,,,,,,,,,,,,,,,,
498,Stopping To Calibrate Brakes,The vehicle will perform braking after it reaches 5kph or greater amount of speed in order to observe the deceleration rate to check if the brakes are still functional. This occurs every time we launch the stack or whenever the trailers are swapped.,Amber,,No,No,INFO,,,unreleased,"Hardware /
Brake",,,TRUE,Tested,Tested,Tested,Tested,,,,,,,,,,,,,,,,,,,,,,,,,,
499,Chassis Connection Check Required,The vehicle has identified an issue with the brakes after [498] Stopping To Calibrate Brake was performed. The connections to the chassis needs to be checked in order to verify if the brakes are still functional.,Red,Vehicle performs Hard Stop and then Pause,Yes,No,FATAL,Ground handler assistance required,,unreleased,"Hardware /
Brake",,,TRUE,Tested,Tested,Tested,Tested,,,,,,,,,,,,,,,,,,,,,,,,,,
500,MPC Planner Warning 2,,No Display,,No,No,INFO,,,unreleased,"Operations /
Informational",,,FALSE,Tested,Tested,Tested,Tested,,,,,,,,,,,,,,,,,,,,,,,,,,
501,Remote Restart Performed,The vehicle is waiting for the fleet manager to transition it into OP mode after completing a remote restart.,Amber - Action Required,,Yes,No,WARNING,Transition to OP mode required,,unreleased,"Operations /
Informational",,,FALSE,Tested,Tested,Tested,Tested,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,Left Camera Connection Error,There is an issue with the connection to the left camera.,Amber - Action Required,,No,No,WARNING,,,unreleased,"Hardware /
Other Sensors",,,FALSE,N/A,N/A,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,Right Camera Connection Error,There is an issue with the connection to the right camera.,Amber - Action Required,,No,No,WARNING,,,unreleased,"Hardware /
Other Sensors",,,FALSE,N/A,N/A,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,Low Battery State Of Charge,,Amber - Action Required,,No,No,WARNING,,,unreleased,"Hardware /
Heli",,,FALSE,N/A,N/A,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,Battery Over Voltage,,Amber,,No,No,INFO,,,unreleased,"Hardware /
Heli",,,FALSE,N/A,N/A,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,Battery Over Discharged,,Amber,,No,No,INFO,,,unreleased,"Hardware /
Heli",,,FALSE,N/A,N/A,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,Battery Communication Loss,,Amber,,No,No,INFO,,,unreleased,"Hardware /
Heli",,,FALSE,N/A,N/A,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,Battery Under Voltage,,Amber,,No,No,INFO,,,unreleased,"Hardware /
Heli",,,FALSE,N/A,N/A,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,Battery Over Current,,Amber,,No,No,INFO,,,unreleased,"Hardware /
Heli",,,FALSE,N/A,N/A,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,Battery Over Temperature,,Amber,,No,No,INFO,,,unreleased,"Hardware /
Heli",,,FALSE,N/A,N/A,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,Battery Temperature Protection,,Amber,,No,No,INFO,,,unreleased,"Hardware /
Heli",,,FALSE,N/A,N/A,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
