SPN,FMI,Foutcodelijst,Foutcode,Omschrijving,Categorie,Oorzaak,Effect,Aangeraden actie
516689,0,Terberg - CC2 (ytxx3) - 4.1,TB2-CAN bus off error,TB2-CAN bus load too high,Warning,,,
516689,0,Terberg - ATCC2 series,TB2 CAN-bus,Bus load warning,Critical,CAN bus load exceeded 80%,Communication reliability on the CAN becomes critical. Data transmitted on the CAN bus can get lost.,"'- Contact the aftersales department for support via the portal

In order to facilitate adequate support please supply the following information:
1) Detailed description of failure e.g. specific reproducable trigger conditions or behavior (reoccurs every key cycle or from a certain speed etc)
2) Log file from DIM, of the faulty scenario
3) Photo or movie of the behavior or of the DIM e.g. Dashboard view, Faultcodes view, IO Check view, CAN network check view, About menu view
4) Updated software or parameter set recently, from Terberg or 3rd party systems e.g. Engine, Transmission? If so, please supply us with details."
516689,9,Terberg - ATCC2 series,TB2 CAN-bus, Bus off,Critical,"Possibly a wire break, missing terminal resistor or a component added to the CAN bus which is transmitting on a different Baud rate than 250k",No communication is possible on this CAN bus. The vehicle cannot be operated properly.," Please check the wiring of this CAN bus. of the ATCC2 Pin 34 is CAN low, and pin 35 is CAN high. You can also measure the resistance of the CAN bus when the vehicle is turned off. The resistance should be 60 Ohm. When this is 120 Ohm, a terminal resistor can be missing. If the wiring and resistance is all ok, you could disconnect components from the CAN bus one by one, and check when the error gets resolved. If it gets resolved after disconnecting a component, probably the baud rate of this component is wrong."
516689,9,Terberg - CC2 (ytxx3) - 4.1,TB2-CAN bus off error,TB2-CAN bus off error,Critical,,,
516698,9,Terberg - CC2 (ytxx3) - 4.1,TCU2 Time out error,TCU2 Message TimeOut error,Warning,,,
516706,5,Terberg - CC2 (ytxx3) - 4.1,Reverse buzzer,Reverse Buzzer output short circuit to battery,Warning,,,
516706,6,Terberg - CC2 (ytxx3) - 4.1,Reverse buzzer,Reverse Buzzer output short circuit to ground,Warning,,,
516707,5,Terberg - CC2 (ytxx3) - 4.1,Fog light,Fog light,Warning,,,
516707,6,Terberg - CC2 (ytxx3) - 4.1,Fog light,Fog light,Warning,,,
516737,31,Terberg - CC2 (ytxx3) - 4.1,Air filter polluted/contaminated,Air filter polluted/contaminated,Warning,,,
516811,2,Terberg - CC2 (ytxx3) - 4.1,Accelerator pedal plausibility,Accelerator Pedal sensor plausibility error,Critical,,,
516845,2,Terberg - CC2 (ytxx3) - 4.1,King Pin sensor,King pin sensor voltage outside of range,Warning,,,
516845,3,Terberg - CC2 (ytxx3) - 4.1,King Pin sensor,King pin sensor voltage short circuit to battery,Warning,,,
516845,4,Terberg - CC2 (ytxx3) - 4.1,King Pin sensor,King pin sensor voltage short circuit to ground,Warning,,,
516845,11,Terberg - CC2 (ytxx3) - 4.1,King Pin sensor,King pin sensor voltage root cause not known,Warning,,,
516845,11,Terberg - ATCC2 series,Kingpin present, Root Cause Not Known,Warning,"The controller determines an issue on pin 46 or 61 of connector B. Specific root cause can't be determined. Potential hardware, software, firmware or configuration issue",The controller cannot determine the kingpin present status anymore and therefore can no longer determine if a trailer is correctly  connected.,"- Contact the aftersales department for support via the portal

In order to facilitate adequate support please supply the following information:
1) Detailed description of failure e.g. specific reproducable trigger conditions or behavior (reoccurs every key cycle or from a certain speed etc)
2) Log file from DIM, of the faulty scenario
3) Photo or movie of the behavior or of the DIM e.g. Dashboard view, Faultcodes view, IO Check view, CAN network check view, About menu view
4) Updated software or parameter set recently, from Terberg or 3rd party systems e.g. Engine, Transmission? If so, please supply us with details."
516859,5,Terberg - CC2 (ytxx3) - 4.1,Dynamic output 1,Dynamic output 1 short circuit to battery,Warning,,,
516859,6,Terberg - CC2 (ytxx3) - 4.1,Dynamic output 1,Dynamic Output 1 short circuit to ground,Warning,,,
516860,5,Terberg - CC2 (ytxx3) - 4.1,Dynamic output 2,Dynamic Output 2 short circuit to battery,Warning,,,
516860,6,Terberg - CC2 (ytxx3) - 4.1,Dynamic output 2,Dynamic Output 2 short circuit to ground,Warning,,,
516861,5,Terberg - CC2 (ytxx3) - 4.1,Dynamic output 3,Dynamic output 3  short circuit to battery,Warning,,,
516861,6,Terberg - CC2 (ytxx3) - 4.1,Dynamic output 3,Dynamic Output 3 short circuit to ground,Warning,,,
516877,5,Terberg - CC2 (ytxx3) - 4.1,5th wheel pressure valve,5th Wheel Hydraulic Pressure Valve short circuit to battery,Warning,,,
516877,6,Terberg - CC2 (ytxx3) - 4.1,5th wheel pressure valve,5th Wheel Hydraulic Pressure Valve short circuit to ground,Warning,,,
516877,14,Terberg - CC2 (ytxx3) - 4.1,5th wheel pressure valve,5th Wheel Hydraulic Pressure Valve H-Bridge Test Failed,Warning,,,
516878,5,Terberg - CC2 (ytxx3) - 4.1,Reverse signal trailer/camera,Reverse signal output short circuit to battery,Warning,,,
516878,6,Terberg - CC2 (ytxx3) - 4.1,Reverse signal trailer/camera,Reverse signal output short circuit to ground,Warning,,,
516879,5,Terberg - CC2 (ytxx3) - 4.1,Dynamic output 4,Dynamic output 4 short circuit to battery,Warning,,,
516879,6,Terberg - CC2 (ytxx3) - 4.1,Dynamic output 4,Dynamic Output 4 short circuit to ground,Warning,,,
516880,5,Terberg - CC2 (ytxx3) - 4.1,Dynamic output 5,Dynamic output 5 short circuit to battery,Warning,,,
516880,6,Terberg - CC2 (ytxx3) - 4.1,Dynamic output 5,Dynamic Output 5 short circuit to ground,Warning,,,
516881,5,Terberg - CC2 (ytxx3) - 4.1,Dynamic output 6,Dynamic output 6 short circuit to battery,Warning,,,
516881,6,Terberg - CC2 (ytxx3) - 4.1,Dynamic output 6,Dynamic Output 6 short circuit to ground,Warning,,,
516882,5,Terberg - CC2 (ytxx3) - 4.1,Dynamic output 7,Dynamic output 7 short circuit to battery,Warning,,,
516882,6,Terberg - CC2 (ytxx3) - 4.1,Dynamic output 7,Dynamic Output 7 short circuit to ground,Warning,,,
516883,5,Terberg - CC2 (ytxx3) - 4.1,Dynamic output 8,Dynamic output 8 short circuit to battery,Warning,,,
516883,6,Terberg - CC2 (ytxx3) - 4.1,Dynamic output 8,Dynamic Output 8 short circuit to ground,Warning,,,
516884,5,Terberg - CC2 (ytxx3) - 4.1,Dynamic output 9,Dynamic output 9 short circuit to battery,Warning,,,
516884,6,Terberg - CC2 (ytxx3) - 4.1,Dynamic output 9,Dynamic Output 9 short circuit to ground,Warning,,,
516885,5,Terberg - CC2 (ytxx3) - 4.1,Dynamic output 10,Dynamic output 10 short circuit to battery,Warning,,,
516885,6,Terberg - CC2 (ytxx3) - 4.1,Dynamic output 10,Dynamic Output 10 short circuit to ground,Warning,,,
516886,13,Terberg - CC2 (ytxx3) - 4.1,5th Wheel Plausibility Error,5th Wheel Plausibility Error,Critical,,,
516887,13,Terberg - CC2 (ytxx3) - 4.1,Park brake plausibility error,Park brake plausibility error,Critical,,,
516888,14,Terberg - CC2 (ytxx3) - 4.1,Application data sync error,Application Data Synchronization Error,Critical,,,
516889,14,Terberg - CC2 (ytxx3) - 4.1,Cabin unlocked 1,Cabin unlocked 1,Critical,,,
516890,14,Terberg - CC2 (ytxx3) - 4.1,Cabin unlocked 2,Cabin unlocked 2,Critical,,,
516893,2,Terberg - CC2 (ytxx3) - 4.1,5th Wheel joystick plausibility error,5th Wheel joystick plausibility error,Critical,,,
516894,2,Terberg - CC2 (ytxx3) - 4.1,Height limit H2 and H1 parameters not plausible,Height limit H2 and H1 parameters not plausible,Critical,,,
516895,2,Terberg - CC2 (ytxx3) - 4.1,Height limit L2 and L1 parameters not plausible,Height limit L2 and L1 parameters not plausible,Critical,,,
516896,3,Terberg - CC2 (ytxx3) - 4.1,Auto Lubrication,Automatic lubrication shortcircuit to battery,Warning,,,
516898,9,Terberg - CC2 (ytxx3) - 4.1,TB1-CAN TCC node timeout,"The TCC controller is not detected, timeout set",Warning,,,
516899,9,Terberg - CC2 (ytxx3) - 4.1,TB1-CAN TCC CC1 timeout,"The TCC controller message CC1 is not detected, timeout set",Warning,,,
516914,2,Terberg - CC2 (ytxx3) - 4.1,Extra hydraulics joystick X axis implausible,Extra hydraulics joystick X axis implausible functions disabled,Warning,,,
516915,2,Terberg - CC2 (ytxx3) - 4.1,Extra hydraulics joystick Y axis implausible,Extra hydraulics joystick Y axis implausible functions disabled,Warning,,,
516916,2,Terberg - CC2 (ytxx3) - 4.1,Extra hydraulics joystick 2 X axis implausible,Extra hydraulics joystick X axis implausible functions disabled,Warning,,,
516917,2,Terberg - CC2 (ytxx3) - 4.1,Extra hydraulics joystick 2 Y axis implausible,Extra hydraulics joystick Y axis implausible functions disabled,Warning,,,
516920,9,Terberg - CC2 (ytxx3) - 4.1,J1939 Terberg joystick node timeout,J1939 Terberg joystick node timeout,Warning,,,
516921,9,Terberg - CC2 (ytxx3) - 4.1,PropB_BCC3_01 message timeout,"PropB_BCC3_01 message not received, possibly no Body carrier specific functionalities available.",Warning,,,
516922,9,Terberg - ATCC2 series,DIM 06 message,Message time-out,Warning,This message has not been received for over 500 ms,The oil pressure low indication will not be forwarded properly to the DBW user on the AT1 CAN bus,"Please check if the DIM is powered on and check if it is still properly connected to the TB1 CAN bus. This can be checked using a CAN to usb interface, e.g. Canalyzer/ PCAN"
516924,9,Terberg - CC2 (ytxx3) - 4.1,J1939 Terberg joystick 2 node timeout,J1939 Terberg joystick 2 node timeout	,Warning,,,
516942,2,Terberg - CC2 (ytxx3) - 4.1,BCC3 Lifting mode status,BCC3 Lifting Mode Signal error,Warning,,,
516942,13,Terberg - CC2 (ytxx3) - 4.1,BCC3 Lifting mode status,BCC3 Lifting Mode Signal not received/ not available,Warning,,,
516944,2,Terberg - CC2 (ytxx3) - 4.1,BCC3 5th wheel height,BCC3 5th Wheel Height Signal error,Warning,,,
516944,13,Terberg - CC2 (ytxx3) - 4.1,BCC3 5th wheel height,BCC3 5th Wheel Height Signal not received/ not available,Warning,,,
516945,2,Terberg - CC2 (ytxx3) - 4.1,BCC3 Container weight,BCC3 Container Weight Signal error,Warning,,,
516945,13,Terberg - CC2 (ytxx3) - 4.1,BCC3 Container weight,BCC3 Container Weight Signal not received/ not available,Warning,,,
516946,9,Terberg - CC2 (ytxx3) - 4.1,PropB_BCC3_02 message timeout,"PropB_BCC3_02 message not received, possibly no Body carrier specific functionalities available.",Warning,,,
516947,2,Terberg - CC2 (ytxx3) - 4.1,BCC3 vehicle speed limit request,BCC3 Vehicle Speed Limit Signal error,Warning,,,
516947,13,Terberg - CC2 (ytxx3) - 4.1,BCC3 vehicle speed limit request,BCC3 Vehicle Speed Limit  Signal not received/ not available,Warning,,,
516967,2,Terberg - CC2 (ytxx3) - 4.1,Double Joystick gear request,More than 1 shift direction request is active,Warning,,,
516971,0,Terberg - ATCC2 series,AT1 CAN-bus,Bus load warning,Critical,CAN bus load exceeded 80%,Communication reliability on the CAN becomes critical. Data transmitted on the CAN bus can get lost.,"'- Contact the aftersales department for support via the portal

In order to facilitate adequate support please supply the following information:
1) Detailed description of failure e.g. specific reproducable trigger conditions or behavior (reoccurs every key cycle or from a certain speed etc)
2) Log file from DIM, of the faulty scenario
3) Photo or movie of the behavior or of the DIM e.g. Dashboard view, Faultcodes view, IO Check view, CAN network check view, About menu view
4) Updated software or parameter set recently, from Terberg or 3rd party systems e.g. Engine, Transmission? If so, please supply us with details."
516971,9,Terberg - ATCC2 series,AT1 CAN-bus, Bus off,Critical,"Possibly a wire break, missing terminal resistor or a component added to the CAN bus which is transmitting on a different Baud rate than 500k",No communication is possible on this CAN bus. The vehicle cannot be operated properly.," Please check the wiring of this CAN bus. of the ATCC2 Pin 53 is CAN low, and pin 54 is CAN high. You can also measure the resistance of the CAN bus when the vehicle is turned off. The resistance should be 60 Ohm. When this is 120 Ohm, a terminal resistor can be missing. If the wiring and resistance is all ok, you could disconnect components from the CAN bus one by one, and check when the error gets resolved. If it gets resolved after disconnecting a component, probably the baud rate of this component is wrong."
516974,2,Terberg - CC2 (ytxx3) - 4.1,DBW User 01 message,Checksum incorrect,Warning,,,
516974,9,Terberg - CC2 (ytxx3) - 4.1,DBW User 01 message,Message not received,Warning,,,
517000,9,Terberg - CC2 (ytxx3) - 4.1,PropB_ATCC2_01,Message timeout,Warning,,,
517001,2,Terberg - CC2 (ytxx3) - 4.1,Dbw user mode,Signal error,Warning,,,
517001,13,Terberg - CC2 (ytxx3) - 4.1,Dbw user mode,Signal not received,Warning,,,
517002,2,Terberg - CC2 (ytxx3) - 4.1,Drive force request,Signal error,Warning,,,
517002,13,Terberg - CC2 (ytxx3) - 4.1,Drive force request,Signal not received,Warning,,,
517003,2,Terberg - CC2 (ytxx3) - 4.1,Dbw drive direction request,Signal error,Warning,,,
517003,13,Terberg - CC2 (ytxx3) - 4.1,Dbw drive direction request,Signal not received,Warning,,,
517004,2,Terberg - CC2 (ytxx3) - 4.1,Fifth Wheel Unlock Switch plausability error,"Fifth wheel unlock switch has a plausability error, please restore switch and press reset",Critical,,,
517007,9,Terberg - CC2 (ytxx3) - 4.1,ATCC2 02 message,Message not received,Warning,,,
517008,9,Terberg - ATCC2 series,YTCC2 01 message,Message time-out,Warning,This message has not been received for over 500 ms,"Status feedback of all signals in this messages are not received by the ATCC2, therefor the vehicle will not be able to operate in DBW mode.",Please check if the YTCC2 is powered on and check if it is still properly connected to the TB1 CAN bus. This can be checked via the CAN network check menu on the display.
517011,2,Terberg - CC2 (ytxx3) - 4.1,Dbw User 02 message,Checksum incorrect,Warning,,,
517011,9,Terberg - CC2 (ytxx3) - 4.1,Dbw User 02 message,Message not received,Warning,,,
517017,5,Terberg - ATCC2 series,User mode light green,Current below normal or open circuit,Warning,Possibly a short circuit to the battery,The usermode light might not function properly,Check Pin 74A on the ATCC2 for a faulty connection
517017,6,Terberg - ATCC2 series,User mode light green,Current above normal or grounded circuit,Warning,"Possibly a open connection, wirebreak or short circuit to ground",The usermode light might not function properly,Check Pin 74A on the ATCC2 for a faulty connection
517017,31,Terberg - ATCC2 series,User mode light green, Condition Exists,Warning,The controller detects a problem on pin 74 of the A connector. A specific cause cannot be determined,The usermode light might not function properly,Please check pin 74 of the A connector
517018,5,Terberg - ATCC2 series,User mode light red,Current below normal or open circuit,Warning,Possibly a short circuit to the battery,The usermode light might not function properly,Check Pin 17A on the ATCC2 for a faulty connection
517018,6,Terberg - ATCC2 series,User mode light red,Current above normal or grounded circuit,Warning,"Possibly a open connection, wirebreak or short circuit to ground",The usermode light might not function properly,Check Pin 17A on the ATCC2 for a faulty connection
517018,31,Terberg - ATCC2 series,User mode light red, Condition Exists,Warning,The controller detects a problem on pin 17 of the A connector. A specific cause cannot be determined,The usermode light might not function properly,Please check pin 17 of the A connector
517019,5,Terberg - ATCC2 series,User mode light yellow,Current below normal or open circuit,Warning,Possibly a short circuit to the battery,The usermode light might not function properly,Check Pin 07A on the ATCC2 for a faulty connection
517019,6,Terberg - ATCC2 series,User mode light yellow,Current above normal or grounded circuit,Warning,"Possibly a open connection, wirebreak or short circuit to ground",The usermode light might not function properly,Check Pin 07A on the ATCC2 for a faulty connection
517019,31,Terberg - ATCC2 series,User mode light yellow, Condition Exists,Warning,The controller detects a problem on pin 07 of the A connector. A specific cause cannot be determined,The usermode light might not function properly,Please check pin 07 of the A connector
517025,9,Terberg - ATCC2 series,DIM 03 message,Message time-out,Warning,This message has not been received for over 500 ms,"The main beam, full beam and direction indicators are not working properly","Please check if the DIM is powered on and check if it is still properly connected to the TB1 CAN bus. This can be checked using a CAN to usb interface, e.g. Canalyzer/ PCAN"
517042,11,Terberg - ATCC2 series,Manual take over cabin button,Root cause unknown,Critical,"The controller determines an issue on pin 13 or 43 of connector B. Specific root cause can't be determined. Potential hardware, software, firmware or configuration issue","In manual mode: It will no longer be possible to switch to DBW mode.

In DBW Mode: A protective stop will be activated","- Contact the aftersales department for support via the portal

In order to facilitate adequate support please supply the following information:
1) Detailed description of failure e.g. specific reproducable trigger conditions or behavior (reoccurs every key cycle or from a certain speed etc)
2) Log file from DIM, of the faulty scenario
3) Photo or movie of the behavior or of the DIM e.g. Dashboard view, Faultcodes view, IO Check view, CAN network check view, About menu view
4) Updated software or parameter set recently, from Terberg or 3rd party systems e.g. Engine, Transmission? If so, please supply us with details."
517044,5,Terberg - ATCC2 series,Road mode switch,Current below normal,Critical,"Possibly a open connection, wirebreak or short circuit to ground","The PVED will now not switch to the correct state, so steering and therefore driving in DBW mode is prohibited via protective stop. ",Check Pin 32A on the ATCC2 for a faulty connection
517044,6,Terberg - ATCC2 series,Road mode switch,Current above normal,Critical,"Possibly a short circuit to the battery
","The PVED will now not switch to the correct state, so steering and therefore driving in DBW mode is prohibited via protective stop. ",Check Pin 32A on the ATCC2 for a faulty connection
517044,31,Terberg - ATCC2 series,Road mode switch, Condition Exists,Critical,The controller detects a problem on pin 32 of the A connector. A spefici cause cannot be determined,"The PVED will now not switch to the correct state, so steering and therefore driving in DBW mode is prohibited via protective stop. ",Please check pin 32 of the A connector
517050,2,Terberg - CC2 (ytxx3) - 4.1,DBW user 03 message,Checksum incorrect,Warning,,,
517050,9,Terberg - CC2 (ytxx3) - 4.1,DBW user 03 message,Message not received,Warning,,,
517051,2,Terberg - CC2 (ytxx3) - 4.1,DBW emergency brake,Signal error,Warning,,,
517051,13,Terberg - CC2 (ytxx3) - 4.1,DBW emergency brake,Signal not received,Warning,,,
517052,9,Terberg - CC2 (ytxx3) - 4.1,J1939 EPB node timeout,J1939 EPB node timeout,Warning,,,
517056,5,Terberg - CC2 (ytxx3) - 4.1,5th Wheel hydraulic pressure sensor,5th Wheel Hydraulic Pressure sensor short circuit to ground,Warning,,,
517056,6,Terberg - CC2 (ytxx3) - 4.1,5th Wheel hydraulic pressure sensor,5th Wheel Hydraulic Pressure sensor short circuit to battery,Warning,,,
517056,11,Terberg - CC2 (ytxx3) - 4.1,5th Wheel hydraulic pressure sensor,5th Wheel Hydraulic Pressure sensor root cause not known,Warning,,,
517057,3,Terberg - CC2 (ytxx3) - 4.1,5th wheel angle sensor 2,5th Wheel Angle Sensor short circuit to battery,Warning,,,
517057,4,Terberg - CC2 (ytxx3) - 4.1,5th wheel angle sensor 2,5th Wheel Angle Sensor short circuit to ground,Warning,,,
517057,11,Terberg - CC2 (ytxx3) - 4.1,5th wheel angle sensor 2,5th Wheel Angle Sensor root cause not known,Warning,,,
517070,13,Terberg - CC2 (ytxx3) - 4.1,ZF MultiProgram,ZF MultiProgram failed,Critical,,,Restart vehicle
517070,14,Terberg - CC2 (ytxx3) - 4.1,ZF MultiProgram,ZF MultiProgram conditions are not correct - Put transmission in neutral,Warning,,,Put transmission in neutral
517070,31,Terberg - CC2 (ytxx3) - 4.1,ZF MultiProgram,ZF MultiProgram finished. Restart required,Warning,,,Restart vehicle
517074,9,Terberg - CC2 (ytxx3) - 4.1,PropB_ATCC2_03,Message not received,Warning,,,
517075,2,Terberg - CC2 (ytxx3) - 4.1,Lifting Frame Sensor Output 1,Signal error,Warning,,,
517075,13,Terberg - CC2 (ytxx3) - 4.1,Lifting Frame Sensor Output 1,Signal not received,Warning,,,
517076,2,Terberg - CC2 (ytxx3) - 4.1,Lifting Frame Sensor Output 2,Signal error,Warning,,,
517076,13,Terberg - CC2 (ytxx3) - 4.1,Lifting Frame Sensor Output 2,Signal not received,Warning,,,
517077,2,Terberg - CC2 (ytxx3) - 4.1,DBW User 05 message,Checksum incorrect,Warning,,,
517077,9,Terberg - CC2 (ytxx3) - 4.1,DBW User 05 message,Message not received,Warning,,,
517078,2,Terberg - CC2 (ytxx3) - 4.1,Fifth Wheel Height Request,Signal error,Warning,,,
517078,13,Terberg - CC2 (ytxx3) - 4.1,Fifth Wheel Height Request,Signal not received,Warning,,,
517079,14,Terberg - CC2 (ytxx3) - 4.1,Engine bay fire detected,"Engine bay fire detected. Engine is stopped and can't be restarted, until fire suppression system is reset",Critical,,,
517080,2,Terberg - CC2 (ytxx3) - 4.1,DBW user CRC failure,All dbw user message have a wrong CRC,Warning,,,
517080,9,Terberg - CC2 (ytxx3) - 4.1,DBW user node timeout,Not one DBW message received or they all have a wrong CRC,Warning,,,
517080,9,Terberg - ATCC2 series,DBW user node,Node time-out,Critical,"The DBW User node cannot be found on the AT1 CAN, this can have various reasons",DBW User messages will not be read, Please perform a keycycle and try to restore the DBW user communication with the vehicle via the AT1 CAN bus
517084,5,Terberg - ATCC2 series,Park Brake Valve 1,Current below normal,Critical,Possible cause: There might be an interuption in the wire / connection of this signal or the valve itself may be broken,It will not be able to control the park brake valve anymore. Therefore the park brake cannot be released,"Check the park brake valve, check the wiring to pin 12A and 16A to the ATCC2"
517084,6,Terberg - ATCC2 series,Park Brake Valve 1,Current above normal,Critical,Possible cause: There might be a short circuit to the battery or the valve itself may be broken,It will not be able to control the park brake valve anymore. Therefore the park brake cannot be released,"Check the park brake valve, check the wiring to pin 12A and 16A to the ATCC2"
517084,11,Terberg - ATCC2 series,Park Brake Valve 1, Root Cause Not Known,Critical,"The controller determines an issue on pin 16 of connector A or pin 12 of connector A. Specific root cause can't be determined. Potential hardware, software, firmware or configuration issue",It will not be able to control the park brake valve anymore. Therefore the park brake cannot be released,"- Contact the aftersales department for support via the portal

In order to facilitate adequate support please supply the following information:
1) Detailed description of failure e.g. specific reproducable trigger conditions or behavior (reoccurs every key cycle or from a certain speed etc)
2) Log file from DIM, of the faulty scenario
3) Photo or movie of the behavior or of the DIM e.g. Dashboard view, Faultcodes view, IO Check view, CAN network check view, About menu view
4) Updated software or parameter set recently, from Terberg or 3rd party systems e.g. Engine, Transmission? If so, please supply us with details."
517085,5,Terberg - ATCC2 series,Park Brake Valve 2,Current below normal,Critical,Possible cause: There might be an interuption in the wire / connection of this signal or the valve itself may be broken,"
It will not be able to control the park brake valve anymore. Therefore the park brake cannot be released","Check the park brake valve, check the wiring to pin 73A and 22B to the ATCC2"
517085,6,Terberg - ATCC2 series,Park Brake Valve 2,Current above normal,Critical,Possible cause: There might be a short circuit to the battery or the valve itself may be broken,It will not be able to control the park brake valve anymore. Therefore the park brake cannot be released,"Check the park brake valve, check the wiring to pin 73A and 22B to the ATCC2"
517085,11,Terberg - ATCC2 series,Park Brake Valve 2, Root Cause Not Known,Critical,"The controller determines an issue on pin 73 of connector A or 22 of connector B. Specific root cause can't be determined. Potential hardware, software, firmware or configuration issue",It will not be able to control the park brake valve anymore. Therefore the park brake cannot be released,"- Contact the aftersales department for support via the portal

In order to facilitate adequate support please supply the following information:
1) Detailed description of failure e.g. specific reproducable trigger conditions or behavior (reoccurs every key cycle or from a certain speed etc)
2) Log file from DIM, of the faulty scenario
3) Photo or movie of the behavior or of the DIM e.g. Dashboard view, Faultcodes view, IO Check view, CAN network check view, About menu view
4) Updated software or parameter set recently, from Terberg or 3rd party systems e.g. Engine, Transmission? If so, please supply us with details."
517092,2,Terberg - CC2 (ytxx3) - 4.1,Rockinger park brake state,"Data Erratic, Intermittent Or Incorrect - Park brake state unknown, Rockinger park brake state output active",Warning,,,
517098,9,Terberg - CC2 (ytxx3) - 4.1,J1939 ABS node timeout,J1939 ABS node timeout,Warning,,,
517099,31,Terberg - CC2 (ytxx3) - 4.1,Library consistency check failed,"Library consistency check failed, one or more libraries have different version numbers ",Warning,One of the connected controllers has sent a mismatched library version  ,The behavior and the (CAN) interface of the controllers could differ from the expected.,Update the body controllers to the latest release
517100,2,Terberg - CC2 (ytxx3) - 4.1,5th Wheel angle Plausibility Error,Plausibility error between sensor 1 and sensor 2,Critical,,,
517101,2,Terberg - CC2 (ytxx3) - 4.1,DBW height request error,Safety function triggered,Critical,,,
517102,2,Terberg - CC2 (ytxx3) - 4.1,Unintended 5th wheel movement manual mode,Safety function triggered,Critical,,,
517103,2,Terberg - CC2 (ytxx3) - 4.1,Unintended 5th wheel movement DBW mode,Safety function triggered,Critical,,,
517104,2,Terberg - CC2 (ytxx3) - 4.1,5th wheel height meaurement error,Safety function triggered,Critical,,,
517105,2,Terberg - CC2 (ytxx3) - 4.1,5th wheel joystick communication error,Safety function triggered,Critical,,,
517106,3,Terberg - CC2 (ytxx3) - 4.1,Dynamic input sensor 1,Dynamic input sensor 1 short circuit to battery,Warning,,,
517106,4,Terberg - CC2 (ytxx3) - 4.1,Dynamic input sensor 1,Dynamic input sensor 1 short circuit to ground,Warning,,,
517106,11,Terberg - CC2 (ytxx3) - 4.1,Dynamic input sensor 1,Dynamic input sensor 1 root cause not known,Warning,,,
517107,5,Terberg - CC2 (ytxx3) - 4.1,Allison Auto Neutral,Allison Auto Neutral short circuit to battery,Warning,,,
517107,6,Terberg - CC2 (ytxx3) - 4.1,Allison Auto Neutral,Allison Auto Neutral short circuit to ground,Warning,,,
517109,5,Terberg - CC2 (ytxx3) - 4.1,Dynamic output 11,Dynamic output 11 short circuit to battery,Warning,,,
517109,6,Terberg - CC2 (ytxx3) - 4.1,Dynamic output 11,Dynamic Output 11 short circuit to ground,Warning,,,
517113,3,Terberg - ATCC2 series,Brake pressure sensor front,Voltage above normal,Warning,The voltage measured on pin 38 of the B connector is above the normal value,The brake pedal pressure sensor measured an invalid value. Therefore the current brake pressure on the cylinder can no longer be determined,"Check pin 38 of the B connector, check the sensor itself, check possible wiring issues (see electronic diagram for details)"
517113,4,Terberg - ATCC2 series,Brake pressure sensor front,Voltage below normal,Warning,The voltage of pin 28 of the B connector is below the normal value,The brake pedal pressure sensor measured an invalid value. Therefore the current brake pressure on the cylinder can no longer be determined," Check pin 28 of the B connector, check the sensor itself, check possible wiring issues (see electronic diagram for details)"
517113,11,Terberg - ATCC2 series,Brake pressure sensor front,Root cause unknown,Warning,"The controller determines an issue on pin 38 of connector B. Specific root cause can't be determined. Potential hardware, software, firmware or configuration issue",The brake pedal pressure sensor measured an invalid value. Therefore the current brake pressure on the cylinder can no longer be determined,"- Contact the aftersales department for support via the portal

In order to facilitate adequate support please supply the following information:
1) Detailed description of failure e.g. specific reproducable trigger conditions or behavior (reoccurs every key cycle or from a certain speed etc)
2) Log file from DIM, of the faulty scenario
3) Photo or movie of the behavior or of the DIM e.g. Dashboard view, Faultcodes view, IO Check view, CAN network check view, About menu view
4) Updated software or parameter set recently, from Terberg or 3rd party systems e.g. Engine, Transmission? If so, please supply us with details."
517114,3,Terberg - ATCC2 series,Brake pressure sensor rear,Voltage above normal,Warning,The measured voltage on pin 8 of connector B is above the normal value,The brake pedal pressure sensor measured an invalid value. Therefore the current brake pressure on the cylinder can no longer be determined," Check pin 8 of the B connector, check the sensor itself, check possible wiring issues (see electronic diagram for details)"
517114,4,Terberg - ATCC2 series,Brake pressure sensor rear,Voltage below normal,Warning,The voltage measured on pin 8 of the B connector is below the normal value,The brake pedal pressure sensor measured an invalid value. Therefore the current brake pressure on the cylinder can no longer be determined," Check pin 8 of the B connector, check the sensor itself, check possible wiring issues (see electronic diagram for details)"
517114,11,Terberg - ATCC2 series,Brake pressure sensor rear,Root cause unknown,Warning,"The controller determines an issue on pin 8 of connector B. Specific root cause can't be determined. Potential hardware, software, firmware or configuration issue",The brake pedal pressure sensor measured an invalid value. Therefore the current brake pressure on the cylinder can no longer be determined,"- Contact the aftersales department for support via the portal

In order to facilitate adequate support please supply the following information:
1) Detailed description of failure e.g. specific reproducable trigger conditions or behavior (reoccurs every key cycle or from a certain speed etc)
2) Log file from DIM, of the faulty scenario
3) Photo or movie of the behavior or of the DIM e.g. Dashboard view, Faultcodes view, IO Check view, CAN network check view, About menu view
4) Updated software or parameter set recently, from Terberg or 3rd party systems e.g. Engine, Transmission? If so, please supply us with details."
517116,5,Terberg - CC2 (ytxx3) - 4.1,"Blue hose pressure switch error, automatic hand brake system deactivated.",Blue hose pressure input short circuit to battery. Automatic hand brake system deactivated.,Warning,,,
